,Row,A (mean_all),B (mean_all),C (mean_all),D (mean_all)
91,D (ctrl_sub026_meditation),46.5170924307747,47.1875183450802,23.131505097731,98.3849666432595
92,A (ctrl_sub027_meditation),74.3916687436154,41.5624840313016,42.3441522414719,92.0425999402092
93,B (ctrl_sub027_meditation),2.27372636581081,46.2009187142082,33.4489616049175,1.42320658353353
94,C (ctrl_sub027_meditation),58.3904405852612,34.7257290888051,95.3628046245664,15.8935293342257
95,D (ctrl_sub027_meditation),4.66599455701764,40.961300600807,1.2865518806999,67.2176826771874
96,A (ctrl_sub028_meditation),49.6567064555405,3.74395353416365,0.0413374673797575,36.1742125743396
97,B (ctrl_sub028_meditation),5.8765159825763,86.9578590420029,63.8480338449831,13.1457129631629
98,C (ctrl_sub028_meditation),62.7098889429173,6.84624246997576,70.0729022938177,5.72049924111011
99,D (ctrl_sub028_meditation),57.7914905509505,52.9737457738687,36.7660286843052,96.2529417995761
100,A (ctrl_sub029_meditation),66.7598095075769,8.52211862170964,10.3144554581074,82.8621642720728
101,B (ctrl_sub029_meditation),12.5115194708644,89.5988154962794,32.6377973522732,60.5360119755716
102,C (ctrl_sub029_meditation),79.5682016007582,53.5271082211986,74.0469668414053,70.9659227874591
103,D (ctrl_sub029_meditation),1.46664822927096,0.0270558565750726,15.1495424466847,38.5384575894221
104,A (ctrl_sub030_meditation),78.6085108182921,47.7033720874113,87.5769625394532,49.2831628845802
105,B (ctrl_sub030_meditation),45.5203350597253,82.2411686627417,83.7953387374867,50.43350282402
106,C (ctrl_sub030_meditation),32.9112378933639,47.2783638819802,93.1348701682513,8.57143818190885
107,D (ctrl_sub030_meditation),48.9594060621762,54.2470204439291,30.0777069512404,97.3654766097584
108,A (ctrl_sub031_meditation),89.8172090500597,0.605613550360739,27.1295886966428,35.5511448370892
109,B (ctrl_sub031_meditation),2.13730996633387,71.945046755734,11.0343978459419,49.8359249440268
110,C (ctrl_sub031_meditation),35.545661275822,81.8487814766831,87.8315064523298,34.6649075029051
111,D (ctrl_sub031_meditation),58.9052174653367,30.5644107261976,19.7951058396519,97.795866837163
112,A (ctrl_sub032_meditation),86.3839671821149,36.9256125315001,58.5962235493405,74.6712131282233
113,B (ctrl_sub032_meditation),22.0441530775591,75.7923279400729,28.715696111226,76.5040416366673
114,C (ctrl_sub032_meditation),41.3536515807373,47.5606738428843,94.436979736659,13.6878264908945
115,D (ctrl_sub032_meditation),22.0769603114854,3.11691081149656,4.51982804891324,38.0105817935669
116,A (ctrl_sub201_meditation),89.1097909418456,0.949189907188441,33.0013499604821,30.2886000196094
117,B (ctrl_sub201_meditation),23.0101237356303,88.5107263503656,43.724624461986,66.3580853409431
118,C (ctrl_sub201_meditation),33.5440504738867,66.0599682556147,95.3253514485932,17.8222892347576
119,D (ctrl_sub201_meditation),17.5600608271878,23.4485371086315,1.03406922574367,81.9014231643046
120,A (ctrl_sub204_meditation),81.7366406533943,35.176849677476,46.7462847655565,83.6243533964875
121,B (ctrl_sub204_meditation),36.0111437984503,87.1074800235862,61.1825964805644,65.1627068495621
122,C (ctrl_sub204_meditation),63.3760316550405,64.6816155327465,84.8765853904431,54.1111637684978
123,D (ctrl_sub204_meditation),53.065313140989,54.9737073993625,35.6374803413236,94.0041823708389
124,A (ctrl_sub205_meditation),94.7667430773327,5.35068525235715,48.8593163725813,34.1339656754862
125,B (ctrl_sub205_meditation),9.61921633475085,95.6557236403179,52.1621558669979,33.8994796042618
126,C (ctrl_sub205_meditation),63.5838595859257,66.475876703191,87.2665955524366,53.896554308962
127,D (ctrl_sub205_meditation),72.4208704103355,48.2765101042419,47.7785479873598,90.7880595444074
128,A (ctrl_sub206_meditation),21.3884482301418,23.1195588704531,4.72596497227599,5.33059494560917
129,B (ctrl_sub206_meditation),12.7919352043364,96.7396447085166,59.3768710521242,34.6009267858394
130,C (ctrl_sub206_meditation),76.0561759950304,40.9759922256195,90.3394974908986,37.5994223577618
131,D (ctrl_sub206_meditation),67.2105486539723,2.81217990910127,6.98464664938615,71.426445633675
132,A (ctrl_sub207_meditation),91.9025080294486,30.4561874815801,73.9969557801584,52.6789539924382
133,B (ctrl_sub207_meditation),9.84071590056896,73.8206373300335,17.9797704630626,65.3954906475573
134,C (ctrl_sub207_meditation),7.16576519124366,75.9376246686799,71.1349479524761,7.45938341184656
135,D (ctrl_sub207_meditation),35.4577886541786,16.2024183958618,3.04367701495451,88.3948308147228
136,A (ctrl_sub208_meditation),98.1427899899502,18.8186872839361,52.0316430178099,63.8106259977014
137,B (ctrl_sub208_meditation),49.2640835048054,82.4877592448989,77.4093630199713,61.7507181219794
138,C (ctrl_sub208_meditation),5.85814369867827,56.2537114978869,71.8903141093299,1.1058931159241
139,D (ctrl_sub208_meditation),35.1771404690797,35.2308187251706,10.1617563428125,95.1113693332406
140,A (ctrl_sub209_meditation),83.2026691606914,38.9824173576033,51.0149221260695,84.9620345918093
141,B (ctrl_sub209_meditation),9.97743155771042,70.406465974392,76.5609548736259,6.63924349866847
142,C (ctrl_sub209_meditation),54.8803634451865,27.413555591175,89.4627029344254,11.2519249470882
143,D (ctrl_sub209_meditation),29.2091693472688,74.4205390674861,31.684713296492,84.251490637897
144,A (ctrl_sub210_meditation),66.9194629150421,2.15309143438258,57.4463591424847,5.63025649544996
145,B (ctrl_sub210_meditation),3.78386029582338,79.9189470179289,62.7571380844578,7.34848267680535
146,C (ctrl_sub210_meditation),68.2064415566617,64.1983319707942,78.907596241254,64.9276418884784
